Incident_ID,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
104,Japan,2022,SQL Injection,IT,66.66,749545,Unknown,Social Engineering,AI-based Detection,30
1446,Russia,2024,SQL Injection,Telecommunications,17.21,677688,Nation-state,Zero-day,Encryption,31
1444,Japan,2017,SQL Injection,Government,35.88,221051,Insider,Zero-day,Encryption,18
1649,Russia,2020,Man-in-the-Middle,Telecommunications,64.39,803579,Unknown,Weak Passwords,VPN,1
587,UK,2020,Phishing,Banking,84.77,812206,Hacker Group,Unpatched Software,Encryption,39
628,USA,2016,DDoS,Education,66.73,876135,Insider,Unpatched Software,AI-based Detection,67
1697,France,2020,Ransomware,Retail,97.37,467137,Nation-state,Social Engineering,Encryption,14
2102,UK,2015,Ransomware,Education,44.39,483598,Insider,Zero-day,Antivirus,29
2200,Germany,2023,Phishing,Banking,39.53,339645,Unknown,Weak Passwords,AI-based Detection,2
404,Australia,2021,Ransomware,Retail,41.26,659734,Insider,Unpatched Software,Antivirus,54
1155,Australia,2022,DDoS,Telecommunications,46.2,299968,Insider,Zero-day,Antivirus,46
2256,Japan,2016,Man-in-the-Middle,Healthcare,2.59,603982,Hacker Group,Social Engineering,Firewall,18
1683,France,2020,DDoS,Telecommunications,66.27,995231,Nation-state,Weak Passwords,Firewall,53
2057,India,2018,Ransomware,Government,43.11,11241,Hacker Group,Weak Passwords,VPN,4
2845,UK,2015,Phishing,IT,15.27,407233,Insider,Unpatched Software,Antivirus,72
453,USA,2016,SQL Injection,Government,77.45,632319,Unknown,Weak Passwords,AI-based Detection,47
2302,China,2017,DDoS,Retail,19.36,4814,Unknown,Social Engineering,AI-based Detection,42
1328,India,2022,Malware,Education,7.17,268414,Insider,Unpatched Software,Encryption,9
2050,Russia,2015,DDoS,Healthcare,20.92,807631,Nation-state,Weak Passwords,Firewall,56
881,USA,2024,SQL Injection,Banking,7.2,312607,Hacker Group,Weak Passwords,Antivirus,24
2919,Brazil,2020,DDoS,Healthcare,53.42,545588,Insider,Unpatched Software,Antivirus,54
624,Brazil,2018,Man-in-the-Middle,Banking,1.01,66191,Hacker Group,Weak Passwords,AI-based Detection,71
2394,France,2016,Phishing,IT,33.33,51723,Hacker Group,Weak Passwords,Encryption,23
2773,Australia,2019,DDoS,Telecommunications,70.7,172782,Unknown,Social Engineering,VPN,2
1788,USA,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28
263,Germany,2023,Man-in-the-Middle,Telecommunications,87.83,547719,Unknown,Weak Passwords,AI-based Detection,22
1635,Australia,2016,Ransomware,Healthcare,82.99,799581,Nation-state,Zero-day,AI-based Detection,50
1439,USA,2020,DDoS,Retail,11.79,692784,Hacker Group,Unpatched Software,Firewall,2
2199,China,2023,DDoS,Education,42.64,720850,Unknown,Social Engineering,VPN,17
1970,USA,2024,Malware,Education,24.93,916209,Unknown,Zero-day,Encryption,50
2521,Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14
1803,Brazil,2017,Malware,Telecommunications,6.09,436100,Unknown,Zero-day,Encryption,12
641,India,2017,Ransomware,Banking,9.81,489620,Unknown,Unpatched Software,VPN,43
2386,China,2024,SQL Injection,Banking,58.32,777684,Unknown,Zero-day,VPN,31
2599,Germany,2020,Man-in-the-Middle,Retail,46.07,32499,Insider,Zero-day,Firewall,14
2831,UK,2020,Malware,IT,44.05,100972,Nation-state,Unpatched Software,Antivirus,54
1960,Australia,2018,DDoS,Education,79.5,636407,Hacker Group,Zero-day,Encryption,11
489,China,2019,Ransomware,Banking,32.69,713584,Insider,Weak Passwords,Firewall,26
1844,Russia,2020,DDoS,Healthcare,44.32,130510,Unknown,Social Engineering,AI-based Detection,66
1735,France,2024,SQL Injection,Retail,3.07,901137,Nation-state,Zero-day,Antivirus,10
147,Australia,2020,DDoS,Retail,36.29,755621,Unknown,Zero-day,Antivirus,50
1535,France,2023,SQL Injection,Banking,48.1,360752,Unknown,Zero-day,Antivirus,21
1987,Germany,2015,Man-in-the-Middle,IT,54.54,775866,Insider,Weak Passwords,AI-based Detection,69
1370,Japan,2022,Malware,Retail,26.7,50007,Nation-state,Weak Passwords,Antivirus,19
2451,India,2023,Phishing,Retail,5.11,620560,Hacker Group,Weak Passwords,Antivirus,59
2937,Russia,2017,Ransomware,Retail,52.79,942824,Nation-state,Social Engineering,Antivirus,68
660,UK,2022,DDoS,IT,29.05,186700,Insider,Weak Passwords,Antivirus,37
1795,USA,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28
2512,China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62
187,Brazil,2023,Malware,Telecommunications,62.77,422623,Nation-state,Zero-day,AI-based Detection,55
1148,France,2019,Malware,Education,31.35,312314,Unknown,Social Engineering,AI-based Detection,35
609,USA,2018,Phishing,Telecommunications,42.46,93999,Nation-state,Social Engineering,Encryption,65
2192,Brazil,2019,DDoS,Government,54.7,615305,Insider,Zero-day,Antivirus,6
1931,UK,2017,Man-in-the-Middle,Education,13.06,799627,Hacker Group,Weak Passwords,Antivirus,36
198,Russia,2023,Ransomware,Telecommunications,60.08,874485,Hacker Group,Weak Passwords,Antivirus,48
2328,India,2018,Phishing,Education,5.27,982450,Unknown,Weak Passwords,Firewall,32
294,Russia,2024,Ransomware,Banking,80.11,923911,Insider,Unpatched Software,Firewall,60
767,Brazil,2023,Malware,Government,19.18,993826,Unknown,Zero-day,Firewall,7
401,Brazil,2021,SQL Injection,Telecommunications,11.61,848702,Unknown,Weak Passwords,Antivirus,48
123,Russia,2023,Ransomware,Banking,42.14,222293,Hacker Group,Social Engineering,VPN,38
203,USA,2018,Malware,Healthcare,14.28,755771,Insider,Weak Passwords,Antivirus,44
836,UK,2022,Ransomware,IT,63.67,560021,Unknown,Zero-day,Encryption,43
2295,Germany,2018,SQL Injection,Retail,75.63,814701,Hacker Group,Social Engineering,Antivirus,63
1440,USA,2020,SQL Injection,Retail,16.98,315050,Unknown,Unpatched Software,Encryption,8
1734,China,2018,DDoS,Telecommunications,83.5,434797,Insider,Social Engineering,Antivirus,21
1696,USA,2015,Man-in-the-Middle,Retail,24.93,448426,Nation-state,Weak Passwords,VPN,36
2929,UK,2015,DDoS,Retail,94.19,145401,Insider,Unpatched Software,Antivirus,14
1708,UK,2018,Ransomware,Retail,28.98,981029,Nation-state,Weak Passwords,Antivirus,42
2914,Germany,2019,DDoS,Telecommunications,52.17,481252,Hacker Group,Weak Passwords,Antivirus,48
1154,Japan,2016,Malware,Education,8.08,557108,Nation-state,Zero-day,Firewall,17
1662,China,2015,Phishing,Retail,14.72,914743,Insider,Social Engineering,AI-based Detection,69
2433,Japan,2020,Man-in-the-Middle,IT,13.61,506364,Nation-state,Social Engineering,Firewall,66
1760,India,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43
855,Germany,2022,SQL Injection,Retail,11.51,857660,Hacker Group,Zero-day,VPN,37
1590,China,2021,Ransomware,Healthcare,56.11,255531,Unknown,Social Engineering,Firewall,17
2268,China,2020,Phishing,Retail,75.95,970373,Unknown,Social Engineering,AI-based Detection,58
642,USA,2015,DDoS,IT,94.14,854005,Unknown,Zero-day,AI-based Detection,14
2,China,2019,Ransomware,Retail,62.19,295961,Hacker Group,Unpatched Software,Firewall,71
2161,Australia,2023,DDoS,IT,99.62,285609,Unknown,Weak Passwords,Firewall,46
699,Japan,2017,SQL Injection,IT,33.15,44750,Unknown,Unpatched Software,Firewall,22
1637,Japan,2023,SQL Injection,Telecommunications,31.46,192430,Nation-state,Unpatched Software,AI-based Detection,49
1292,UK,2021,Malware,Healthcare,58.9,984973,Unknown,Zero-day,Encryption,30
2857,Japan,2018,DDoS,IT,2.65,145427,Nation-state,Social Engineering,VPN,28
2490,Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67
1521,Brazil,2017,Man-in-the-Middle,Retail,17.99,506551,Unknown,Unpatched Software,Antivirus,53
1854,USA,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47
1137,Japan,2023,Man-in-the-Middle,Government,81.57,738014,Unknown,Social Engineering,Antivirus,24
2899,France,2022,Ransomware,Education,59.0,131307,Hacker Group,Weak Passwords,AI-based Detection,46
1632,Germany,2020,Man-in-the-Middle,IT,84.55,392247,Unknown,Zero-day,Antivirus,7
1999,India,2020,DDoS,Healthcare,16.65,324899,Insider,Unpatched Software,Firewall,57
664,France,2023,DDoS,Education,65.96,181879,Insider,Weak Passwords,Antivirus,64
684,Brazil,2023,Malware,Healthcare,61.56,907121,Unknown,Social Engineering,VPN,33
1258,Brazil,2021,SQL Injection,IT,92.4,654303,Hacker Group,Unpatched Software,AI-based Detection,15
318,Russia,2022,Phishing,Telecommunications,73.26,687383,Nation-state,Weak Passwords,VPN,8
649,UK,2015,Man-in-the-Middle,IT,53.07,538338,Nation-state,Zero-day,VPN,1
1435,India,2018,Phishing,Banking,71.58,31733,Hacker Group,Unpatched Software,Encryption,49
1480,Australia,2024,DDoS,Government,95.28,583925,Insider,Zero-day,Encryption,70
710,China,2024,Man-in-the-Middle,Banking,16.09,72940,Nation-state,Zero-day,VPN,26
1283,Germany,2023,SQL Injection,Telecommunications,94.14,536737,Unknown,Unpatched Software,Encryption,44
1769,Russia,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43
973,India,2024,SQL Injection,Telecommunications,71.2,190099,Unknown,Zero-day,AI-based Detection,15
2676,USA,2024,Man-in-the-Middle,Government,96.13,482492,Unknown,Social Engineering,Encryption,17
2681,USA,2020,Malware,Retail,59.15,179586,Hacker Group,Social Engineering,VPN,27
1307,Australia,2024,Ransomware,Government,3.37,414907,Hacker Group,Zero-day,Firewall,42
1401,USA,2023,Malware,Healthcare,54.29,443715,Unknown,Social Engineering,Antivirus,54
1409,Russia,2020,Man-in-the-Middle,Government,97.39,517452,Unknown,Zero-day,Firewall,9
2238,China,2018,Man-in-the-Middle,Healthcare,11.74,430760,Nation-state,Unpatched Software,Firewall,63
1497,India,2019,Ransomware,Government,10.37,912202,Nation-state,Weak Passwords,VPN,15
2039,Japan,2023,SQL Injection,Government,69.61,391049,Unknown,Weak Passwords,Antivirus,35
1530,USA,2015,Ransomware,Healthcare,43.81,905935,Unknown,Unpatched Software,VPN,60
1664,Brazil,2020,Man-in-the-Middle,Retail,16.26,527964,Insider,Zero-day,Firewall,28
1355,India,2018,Ransomware,Retail,62.59,498457,Insider,Weak Passwords,VPN,12
2925,Germany,2016,DDoS,Government,26.97,976849,Hacker Group,Weak Passwords,VPN,12
2945,Brazil,2020,Malware,Telecommunications,23.21,850214,Unknown,Social Engineering,Antivirus,45
1644,France,2015,Malware,Government,71.91,789673,Unknown,Weak Passwords,Antivirus,31
1052,Brazil,2021,Phishing,Telecommunications,83.79,90156,Hacker Group,Unpatched Software,Antivirus,65
796,Germany,2021,DDoS,Government,28.71,937384,Hacker Group,Unpatched Software,Encryption,67
2694,India,2019,Man-in-the-Middle,Government,98.86,48647,Unknown,Zero-day,Encryption,48
1598,Germany,2019,Malware,Healthcare,98.45,32423,Hacker Group,Weak Passwords,Antivirus,45
2605,Russia,2023,SQL Injection,Education,0.98,623106,Nation-state,Weak Passwords,Firewall,43
2730,Australia,2016,DDoS,IT,43.19,825866,Unknown,Weak Passwords,Firewall,23
2626,India,2015,Phishing,IT,25.47,741259,Hacker Group,Unpatched Software,Antivirus,18
1820,Germany,2022,SQL Injection,Government,47.92,112688,Nation-state,Social Engineering,VPN,15
1723,Brazil,2023,Man-in-the-Middle,Retail,59.18,610786,Nation-state,Social Engineering,AI-based Detection,31
1184,Australia,2023,Malware,Education,67.23,362308,Unknown,Social Engineering,AI-based Detection,5
2573,UK,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68
1060,Japan,2015,Phishing,Banking,87.5,429920,Nation-state,Zero-day,Encryption,37
541,USA,2024,Ransomware,IT,16.61,912183,Unknown,Weak Passwords,Encryption,44
1679,USA,2020,DDoS,Banking,99.81,948174,Unknown,Social Engineering,AI-based Detection,4
2797,Germany,2018,Man-in-the-Middle,Healthcare,61.93,62185,Nation-state,Social Engineering,Encryption,32
2956,Japan,2020,Ransomware,Government,21.92,74407,Unknown,Unpatched Software,Antivirus,48
2533,Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4
1758,UK,2018,Man-in-the-Middle,IT,75.81,574089,Unknown,Unpatched Software,Firewall,32
1924,France,2022,Phishing,IT,78.2,666996,Insider,Weak Passwords,Encryption,59
96,UK,2020,Ransomware,Banking,49.23,128594,Nation-state,Weak Passwords,Firewall,53
1021,Japan,2018,DDoS,IT,9.9,942725,Insider,Zero-day,VPN,56
564,UK,2019,Phishing,IT,3.33,232665,Unknown,Social Engineering,AI-based Detection,65
2791,France,2023,Ransomware,IT,87.45,296050,Insider,Weak Passwords,VPN,30
864,Japan,2018,Malware,Education,5.33,656250,Hacker Group,Social Engineering,Firewall,67
1485,UK,2015,Man-in-the-Middle,Telecommunications,71.9,733671,Insider,Zero-day,VPN,20
1882,UK,2021,Malware,Telecommunications,82.28,370146,Nation-state,Zero-day,VPN,55
1039,Brazil,2020,Phishing,Telecommunications,92.63,725707,Hacker Group,Weak Passwords,AI-based Detection,9
207,Germany,2018,Phishing,Telecommunications,84.9,800031,Unknown,Unpatched Software,Encryption,10
393,India,2015,Phishing,Retail,49.51,72782,Unknown,Zero-day,Encryption,63
2843,India,2021,SQL Injection,Healthcare,2.3,942089,Insider,Unpatched Software,VPN,39
871,USA,2015,DDoS,IT,66.39,365006,Insider,Weak Passwords,VPN,47
398,India,2024,Ransomware,Retail,17.57,236253,Unknown,Social Engineering,Firewall,38
2815,India,2020,Phishing,Government,85.73,340643,Unknown,Zero-day,Firewall,72
2883,UK,2023,Man-in-the-Middle,Government,48.19,450891,Nation-state,Social Engineering,Encryption,32
1029,Brazil,2020,DDoS,Telecommunications,4.52,52302,Unknown,Social Engineering,VPN,58
2691,UK,2024,Ransomware,Banking,12.22,860343,Hacker Group,Weak Passwords,Antivirus,42
1486,France,2019,SQL Injection,Telecommunications,27.91,399457,Nation-state,Weak Passwords,Firewall,48
2661,USA,2021,Ransomware,Education,84.64,534283,Insider,Social Engineering,VPN,49
961,USA,2020,Phishing,Retail,99.64,464717,Insider,Weak Passwords,VPN,27
1571,Australia,2015,Man-in-the-Middle,Education,20.96,248083,Hacker Group,Social Engineering,Encryption,70
2774,France,2021,Ransomware,Government,2.39,665023,Insider,Unpatched Software,Firewall,49
1896,France,2016,Phishing,IT,78.12,770227,Unknown,Zero-day,Antivirus,20
2732,Germany,2016,Phishing,Banking,40.18,153211,Nation-state,Weak Passwords,Encryption,43
2147,Japan,2016,Phishing,Education,30.42,272199,Nation-state,Zero-day,Antivirus,29
805,Japan,2015,Malware,Telecommunications,28.8,915532,Insider,Zero-day,Encryption,68
1752,Japan,2015,Phishing,Education,2.43,552342,Unknown,Zero-day,VPN,62
2455,USA,2015,Man-in-the-Middle,IT,46.27,117231,Unknown,Unpatched Software,AI-based Detection,28
503,Australia,2018,DDoS,Education,64.62,109439,Insider,Zero-day,Antivirus,32
780,France,2016,SQL Injection,Healthcare,10.82,586784,Hacker Group,Weak Passwords,Encryption,26
1864,Germany,2020,DDoS,Government,32.71,846169,Hacker Group,Zero-day,VPN,59
201,Germany,2018,Phishing,Government,46.92,610201,Nation-state,Weak Passwords,VPN,72
2183,Germany,2019,SQL Injection,Banking,77.65,989592,Insider,Weak Passwords,Antivirus,49
2089,India,2017,Phishing,IT,93.62,899005,Insider,Weak Passwords,AI-based Detection,61
2279,France,2023,Phishing,Education,5.8,206203,Hacker Group,Social Engineering,Encryption,7
1797,China,2022,DDoS,Retail,77.74,642501,Hacker Group,Zero-day,AI-based Detection,19
379,USA,2018,SQL Injection,Banking,63.8,341383,Nation-state,Weak Passwords,Antivirus,9
2337,Australia,2022,SQL Injection,Telecommunications,56.2,571454,Insider,Weak Passwords,VPN,42
419,Russia,2018,Man-in-the-Middle,Telecommunications,4.92,783480,Insider,Zero-day,AI-based Detection,55
1699,India,2022,Man-in-the-Middle,Government,4.05,357898,Hacker Group,Social Engineering,Firewall,27
392,UK,2024,DDoS,Retail,88.54,518181,Insider,Zero-day,Antivirus,24
2641,Russia,2018,Phishing,Education,94.6,596801,Nation-state,Weak Passwords,Antivirus,70
1523,USA,2018,Man-in-the-Middle,Retail,97.62,459039,Nation-state,Weak Passwords,Firewall,68
1163,UK,2024,SQL Injection,Retail,48.33,422592,Nation-state,Unpatched Software,VPN,37
1496,Brazil,2024,SQL Injection,Healthcare,41.05,175957,Hacker Group,Zero-day,Antivirus,69
2696,Brazil,2022,Man-in-the-Middle,Retail,89.11,749386,Unknown,Unpatched Software,Firewall,16
2028,USA,2024,Phishing,Healthcare,17.64,8334,Unknown,Zero-day,Firewall,13
1153,Germany,2024,DDoS,Telecommunications,67.47,337890,Unknown,Weak Passwords,Antivirus,35
1368,USA,2017,Phishing,IT,48.96,480386,Nation-state,Zero-day,Antivirus,18
2569,Brazil,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12
65,China,2024,Malware,Education,72.35,132726,Hacker Group,Zero-day,Firewall,55
2063,India,2020,Malware,Education,20.14,287352,Unknown,Zero-day,Firewall,69
1181,UK,2020,SQL Injection,Banking,73.69,522097,Hacker Group,Weak Passwords,VPN,63
493,Russia,2017,Phishing,Retail,20.58,768022,Unknown,Zero-day,VPN,64
380,Japan,2020,Ransomware,Banking,40.86,565080,Unknown,Zero-day,Encryption,6
2236,Brazil,2024,Man-in-the-Middle,Healthcare,26.92,695427,Nation-state,Zero-day,Encryption,28
764,Germany,2023,SQL Injection,Banking,94.48,426499,Unknown,Unpatched Software,VPN,37
2265,Japan,2022,Ransomware,Retail,71.26,440529,Insider,Weak Passwords,Encryption,20
792,France,2015,Man-in-the-Middle,Healthcare,79.58,856278,Hacker Group,Zero-day,Firewall,71
1077,Brazil,2016,SQL Injection,Education,16.24,238092,Nation-state,Zero-day,AI-based Detection,32
879,France,2017,Phishing,Retail,90.69,275185,Nation-state,Zero-day,Encryption,20
338,Australia,2018,DDoS,Education,3.3,45027,Unknown,Social Engineering,Antivirus,68
2768,India,2022,SQL Injection,Banking,27.86,310150,Unknown,Unpatched Software,AI-based Detection,21
2344,Brazil,2015,Man-in-the-Middle,Banking,74.27,551388,Unknown,Unpatched Software,Encryption,51
1017,Germany,2024,Phishing,Healthcare,66.73,540773,Unknown,Unpatched Software,VPN,15
1276,Japan,2021,Man-in-the-Middle,Healthcare,55.4,68886,Hacker Group,Weak Passwords,AI-based Detection,41
456,Brazil,2024,DDoS,Telecommunications,36.69,738981,Unknown,Social Engineering,VPN,45
816,Germany,2016,SQL Injection,Retail,56.57,869605,Unknown,Social Engineering,VPN,51
2318,Australia,2016,Malware,IT,30.72,977343,Hacker Group,Weak Passwords,VPN,47
996,Japan,2017,Ransomware,Retail,59.13,747705,Insider,Unpatched Software,VPN,47
1982,Germany,2022,Malware,Retail,60.85,125300,Insider,Weak Passwords,AI-based Detection,11
202,USA,2021,DDoS,Telecommunications,1.98,863623,Hacker Group,Weak Passwords,Firewall,24
162,Australia,2016,Man-in-the-Middle,Government,31.92,163602,Hacker Group,Unpatched Software,VPN,26
1580,UK,2024,Phishing,Banking,30.39,156576,Hacker Group,Unpatched Software,VPN,72
2778,Germany,2024,Man-in-the-Middle,IT,84.19,89704,Hacker Group,Social Engineering,Antivirus,26
2450,Japan,2020,Phishing,IT,99.57,786468,Nation-state,Social Engineering,AI-based Detection,42
703,USA,2017,Phishing,Government,55.34,785099,Insider,Social Engineering,Encryption,29
1501,Australia,2016,DDoS,Healthcare,98.25,412019,Unknown,Weak Passwords,Antivirus,34
1130,UK,2024,Malware,Education,64.05,116714,Insider,Social Engineering,Encryption,37
2614,Germany,2019,Phishing,Education,90.91,112635,Insider,Weak Passwords,Firewall,55
1022,France,2024,Phishing,Education,52.03,168684,Nation-state,Unpatched Software,VPN,27
1586,China,2021,Ransomware,Education,21.9,304804,Hacker Group,Weak Passwords,AI-based Detection,53
